,nome,genero,dtAtualizacao,nEpisodiosTotal,nEpisodios,status,img,link
127,Boku no Kanojo ga Majimesugiru Sho-bitch na Ken,"Comédia, Romance, Escolar",11/10/2017,10,10,Completo,https://punchsubs.net/imagens/projetos/animes/2329_thumb2.jpg,https://punchsubs.net/principal#listar/2329/episodios/stream/1
128,Boku wa Tomodachi ga Sukunai,"Comédia, Novel, Seinen",30/09/2012,14,13,Completo,https://punchsubs.net/imagens/projetos/animes/147_thumb2.jpg,https://punchsubs.net/principal#listar/147/episodios/stream/1
129,Boku wa Tomodachi ga Sukunai NEXT,Gênero:,29/03/2013,12,12,Nota: 2ª Temporada,https://punchsubs.net/imagens/projetos/animes/275_thumb2.jpg,https://punchsubs.net/principal#listar/275/episodios/stream/1
130,Bokura wa Minna Kawaisou,"Comédia, Maioridade, Romance, Mangá, Escolar",04/04/2014,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/444_thumb2.jpg,https://punchsubs.net/principal#listar/444/episodios/stream/1
131,Bokurano,"Ação, Angst, Mecha, Piloto de Robos, SciFi, Seinen, Tragedia",31/12/2009,24,24,Completo,https://punchsubs.net/imagens/projetos/animes/11_thumb2.jpg,https://punchsubs.net/principal#listar/11/episodios/stream/1
132,BORUTO: NARUTO NEXT GENERATIONS,"Ninjas, Naruto, Shounen",05/04/2017,60,36,Lançando,https://punchsubs.net/imagens/projetos/animes/2079_thumb2.jpg,https://punchsubs.net/principal#listar/2079/episodios/stream/1
133,Brave Witches,"Ação, Ecchi, Magia, Militar, Ficção Científica",05/10/2016,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/1960_thumb2.jpg,https://punchsubs.net/principal#listar/1960/episodios/stream/1
134,Brave Witches: Petersburg Daisenryaku,"Ação, Militar, Sci-Fi, Magia, Ecchi",08/01/2018,1,1,Completo,https://punchsubs.net/imagens/projetos/animes/2505_thumb2.jpg,https://punchsubs.net/principal#listar/2505/ovas/stream/1
135,Break Blade (2014),"Ação, Fantasia, Shounen, Mecha, Militar",05/04/2014,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/446_thumb2.jpg,https://punchsubs.net/principal#listar/446/episodios/stream/1
136,Brotherhood: Final Fantasy XV,Ação,31/03/2016,5,5,Completo,https://punchsubs.net/imagens/projetos/animes/775_thumb2.jpg,https://punchsubs.net/principal#listar/775/episodios/stream/1
137,BTOOOM!,"Ação, Manga, Seinen, Violência",21/12/2012,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/243_thumb2.jpg,https://punchsubs.net/principal#listar/243/episodios/stream/1
138,Bubuki Buranki,"Ação, Drama, Mecha, Sci-Fi",09/01/2016,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/756_thumb2.jpg,https://punchsubs.net/principal#listar/756/episodios/stream/1
139,Bubuki Buranki: Hoshi no Kyojin,"Ação, Drama, Mecha, Sci-Fi",01/10/2016,12,12,Nota: Segunda temporada,https://punchsubs.net/imagens/projetos/animes/887_thumb2.jpg,https://punchsubs.net/principal#listar/887/episodios/stream/1
140,Buddy Complex,"Ação, Mecha, Ficção Científica",05/01/2014,13,13,Completo,https://punchsubs.net/imagens/projetos/animes/409_thumb2.jpg,https://punchsubs.net/principal#listar/409/episodios/stream/1
141,Buddy Complex: Kanketsuhen - Ano Sora ni Kaeru Mirai de,"Ação, Mecha, Ficção Científica",30/09/2014,2,2,Completo,https://punchsubs.net/imagens/projetos/animes/520_thumb2.jpg,https://punchsubs.net/principal#listar/520/episodios/stream/1
142,Bungou Stray Dogs,"Mistério, Seinen, Sobrenatural",06/04/2016,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/798_thumb2.jpg,https://punchsubs.net/principal#listar/798/episodios/stream/1
143,Bungou Stray Dogs 2ª Temporada,"Mistério, Seinen, Sobrenatural",05/10/2016,12,12,Nota: Segunda temporada,https://punchsubs.net/imagens/projetos/animes/1958_thumb2.jpg,https://punchsubs.net/principal#listar/1958/episodios/stream/1
144,Busou Shinki,"Androides, Proxy Battles, Sci-Fi, Shounen",23/12/2012,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/244_thumb2.jpg,https://punchsubs.net/principal#listar/244/episodios/stream/1
145,Busou Shoujo Machiavelinism,"Ação, Escolar, Shonen",05/04/2017,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/2082_thumb2.jpg,https://punchsubs.net/principal#listar/2082/episodios/stream/1
146,Butlers: Chitose Momotose Monogatari,"Comédia, Escolar, Sobrenatural",11/04/2018,5,12,Lançando,https://punchsubs.net/imagens/projetos/animes/2569_thumb2.jpg,https://punchsubs.net/principal#listar/2569/episodios/stream/1
147,C: The Money of Soul and Possibility Control,"Distopia, Seinen",24/06/2011,11,11,Completo,https://punchsubs.net/imagens/projetos/animes/123_thumb2.jpg,https://punchsubs.net/principal#listar/123/episodios/stream/1
148,Caligula,"Ação, Ficção Científica",08/04/2018,8,0,Lançando,https://punchsubs.net/imagens/projetos/animes/2560_thumb2.jpg,https://punchsubs.net/principal#listar/2560/episodios/stream/1
149,Campione! Matsurowanu Kamigami to Kami Koroshi no Maou,"Fantasia, Novel",29/09/2012,13,13,Completo,https://punchsubs.net/imagens/projetos/animes/219_thumb2.jpg,https://punchsubs.net/principal#listar/219/episodios/stream/1
150,Captain Earth,"Ação, Mecha, Ficção Científica",05/04/2014,25,25,Completo,https://punchsubs.net/imagens/projetos/animes/447_thumb2.jpg,https://punchsubs.net/principal#listar/447/episodios/stream/1
151,Captain Tsubasa (2018),"Ação, Esportes, Shounen",03/04/2018,9,0,Lançando,https://punchsubs.net/imagens/projetos/animes/2532_thumb2.jpg,https://punchsubs.net/principal#listar/2532/episodios/stream/1
152,Cardcaptor Sakura: Clear Card-hen,"Aventura, Comédia, Fantasia, Magia, Romance, Shoujo",03/01/2018,20,22,Lançando,https://punchsubs.net/imagens/projetos/animes/2465_thumb2.jpg,https://punchsubs.net/principal#listar/2465/episodios/stream/1
153,Cardcaptor Sakura: Clear Card-hen - Prologue Sakura to Futatsu no Kuma,"Romance, Fantasia, Shoujo",16/09/2017,1,1,Completo,https://punchsubs.net/imagens/projetos/animes/2276_thumb2.jpg,https://punchsubs.net/principal#listar/2276/ovas/stream/1
154,Castlevania,"Video Game, Vampiros",08/07/2017,4,4,Completo,https://punchsubs.net/imagens/projetos/animes/2227_thumb2.jpg,https://punchsubs.net/principal#listar/2227/episodios/stream/1
155,Centaur no Nayami,"Slice of Life, Comédia, Sobrenatural, Fantasia, Seinen",09/07/2017,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/2229_thumb2.jpg,https://punchsubs.net/principal#listar/2229/episodios/stream/1
156,Chain Chronicle: Haecceitas no Hikari (FILME),"Ação, Aventura, Magia, Shounen, Adaptação de jogos",16/12/2016,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/1988_thumb2.jpg,https://punchsubs.net/principal#listar/1988/filmes/stream/1
157,Chain Chronicle: Haecceitas no Hikari (TV),Gênero:,08/01/2017,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/2049_thumb2.jpg,https://punchsubs.net/principal#listar/2049/episodios/stream/1
158,Chaos Dragon: Sekiryuu Seneki,"Ação, Fantasia, Sobrenatural",06/07/2015,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/659_thumb2.jpg,https://punchsubs.net/principal#listar/659/episodios/stream/1
159,Chaos;Child,"Ficção Científica, Harém, Mistério, Psicológico, Supernatural",22/12/2016,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/1994_thumb2.jpg,https://punchsubs.net/principal#listar/1994/episodios/stream/1
160,Charlotte,"Escolar, Super-poderes",04/07/2015,14,13,Completo,https://punchsubs.net/imagens/projetos/animes/651_thumb2.jpg,https://punchsubs.net/principal#listar/651/episodios/stream/1
161,Cheating Craft,"Ação, Colegial",05/10/2016,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/1953_thumb2.jpg,https://punchsubs.net/principal#listar/1953/episodios/stream/1
162,Cheer Danshi!!,"Escolar, Esportes",05/07/2016,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/843_thumb2.jpg,https://punchsubs.net/principal#listar/843/episodios/stream/1
163,Chihayafuru,"Josei, Adaptação de Mangá",27/03/2012,25,25,Completo,https://punchsubs.net/imagens/projetos/animes/158_thumb2.jpg,https://punchsubs.net/principal#listar/158/episodios/stream/1
164,Chihayafuru 2,Gênero:,08/06/2013,25,25,Completo,https://punchsubs.net/imagens/projetos/animes/277_thumb2.jpg,https://punchsubs.net/principal#listar/277/episodios/stream/1
165,Chiruran: Nibun no Ichi,"Ação, História",22/12/2016,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/2022_thumb2.jpg,https://punchsubs.net/principal#listar/2022/episodios/stream/1
166,Choujigen Game Neptune The Animation,"Fantasia, Adaptação de Jogos",13/07/2013,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/343_thumb2.jpg,https://punchsubs.net/principal#listar/343/episodios/stream/1
167,Chuu-Bra,"Ecchi, Vida Escolar, Seinen",24/03/2010,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/23_thumb2.jpg,https://punchsubs.net/principal#listar/23/episodios/stream/1
168,Chuunibyou demo Koi ga Shitai!,"Novel, Romance, Seinen",20/12/2012,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/239_thumb2.jpg,https://punchsubs.net/principal#listar/239/episodios/stream/1
169,Chuunibyou demo Koi ga Shitai! Ren,Gênero:,08/01/2014,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/416_thumb2.jpg,https://punchsubs.net/principal#listar/416/episodios/stream/1
170,Cinderella Girls Gekijou (TV),"Slice of Life, Comédia, Idols",05/04/2017,13,13,Completo,https://punchsubs.net/imagens/projetos/animes/2080_thumb2.jpg,https://punchsubs.net/principal#listar/2080/episodios/stream/1
171,Cinderella Girls Gekijou (WEB),"Slice of Life, Comédia, Idols",04/04/2017,13,13,Completo,https://punchsubs.net/imagens/projetos/animes/2074_thumb2.jpg,https://punchsubs.net/principal#listar/2074/episodios/stream/1
172,Cinderella Girls Gekijou 2 (TV),"Slice of Life, Comédia, Idols",03/10/2017,13,13,Completo,https://punchsubs.net/imagens/projetos/animes/2294_thumb2.jpg,https://punchsubs.net/principal#listar/2294/episodios/stream/1
173,Cinderella Girls Gekijou 2 (WEB),"Slice of Life, Comédia, Idols",03/10/2017,13,13,Completo,https://punchsubs.net/imagens/projetos/animes/2295_thumb2.jpg,https://punchsubs.net/principal#listar/2295/episodios/stream/1
174,Citrus,"Drama, Escolar, Romance, Shoujo Ai",03/01/2018,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/2463_thumb2.jpg,https://punchsubs.net/principal#listar/2463/episodios/stream/1
175,ClassicaLoid,"Comédia, Música",08/10/2016,25,25,Completo,https://punchsubs.net/imagens/projetos/animes/1971_thumb2.jpg,https://punchsubs.net/principal#listar/1971/episodios/stream/1
176,Classicaloid 2nd Season,"Música, Comédia",14/10/2017,12,25,Completo,https://punchsubs.net/imagens/projetos/animes/2334_thumb2.jpg,https://punchsubs.net/principal#listar/2334/episodios/stream/1
177,Classroom☆Crisis,"Escolar, Vida Cotidiana",03/07/2015,13,13,Completo,https://punchsubs.net/imagens/projetos/animes/648_thumb2.jpg,https://punchsubs.net/principal#listar/648/episodios/stream/1
178,Clione no Akari,"Feels, Aventura, Fantasia",12/07/2017,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/2243_thumb2.jpg,https://punchsubs.net/principal#listar/2243/episodios/stream/1
179,Clockwork Planet,"Ficção Científica, Fantasia",06/04/2017,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/2088_thumb2.jpg,https://punchsubs.net/principal#listar/2088/episodios/stream/1
180,Code Geass: Boukoku no Akito,"Ação, Sci-Fi, Seinen, Mecha",29/09/2012,5,4,Lançando,https://punchsubs.net/imagens/projetos/animes/235_thumb2.jpg,https://punchsubs.net/principal#listar/235/episodios/stream/1
181,Code Geass: Hangyaku no Lelouch,"Ação, Mecha, Militar, Escolar, Sci-Fi, Super Poderes",13/12/2017,25,25,Completo,https://punchsubs.net/imagens/projetos/animes/2456_thumb2.jpg,https://punchsubs.net/principal#listar/2456/episodios/stream/1
182,Code Geass: Hangyaku no Lelouch R2,"Ação, Drama, Mecha, Militar, Sci-Fi, Super Poderes",13/12/2017,25,25,Completo,https://punchsubs.net/imagens/projetos/animes/2457_thumb2.jpg,https://punchsubs.net/principal#listar/2457/episodios/stream/1
183,Code: Breaker,"Ação, Mangá, Artes Marciais, Romance, Shounen, Tragédia",23/12/2012,13,13,Completo,https://punchsubs.net/imagens/projetos/animes/250_thumb2.jpg,https://punchsubs.net/principal#listar/250/episodios/stream/1
184,Code:Realize: Sousei no Himegimi,"Aventura, Romance, Fantasia, Shoujo",07/10/2017,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/2318_thumb2.jpg,https://punchsubs.net/principal#listar/2318/episodios/stream/1
185,Comet Lucifer,"Aventura, Fantasia",04/10/2015,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/703_thumb2.jpg,https://punchsubs.net/principal#listar/703/episodios/stream/1
186,Comic Girls,"Comédia, Slice of Life",05/04/2018,9,0,Lançando,https://punchsubs.net/imagens/projetos/animes/2540_thumb2.jpg,https://punchsubs.net/principal#listar/2540/episodios/stream/1
187,Concrete Revolutio: Choujin Gensou,"Ação, Superpoderes",04/10/2015,13,13,Completo,https://punchsubs.net/imagens/projetos/animes/704_thumb2.jpg,https://punchsubs.net/principal#listar/704/episodios/stream/1
188,Concrete Revolutio: Choujin Gensou - The Last Song,"Ação, Superpoderes",08/04/2016,11,11,Completo,https://punchsubs.net/imagens/projetos/animes/805_thumb2.jpg,https://punchsubs.net/principal#listar/805/episodios/stream/1
189,Coppelion,"Ação, Sci-Fi, Seinen",02/10/2013,13,13,Completo,https://punchsubs.net/imagens/projetos/animes/361_thumb2.jpg,https://punchsubs.net/principal#listar/361/episodios/stream/1
190,Corpse Party: Tortured Souls,"Horror, Mistério",26/06/2017,4,4,Nota: Bougyakusareta Tamashii no Jukyou,https://punchsubs.net/imagens/projetos/animes/2200_thumb2.jpg,https://punchsubs.net/principal#listar/2200/episodios/stream/1
191,Cowboy Bebop,"Ação, Caçador de Recompensas, Detetive, Tiroteio, Sci-Fi, Seinen, Viagem Espacial, Tragédia",19/05/2013,26,26,Nota: BD-Rip,https://punchsubs.net/imagens/projetos/animes/279_thumb2.jpg,https://punchsubs.net/principal#listar/279/episodios/stream/1
192,Cross Ange: Tenshi to Ryuu no Rondo,Gênero:,04/10/2014,25,26,Completo,https://punchsubs.net/imagens/projetos/animes/530_thumb2.jpg,https://punchsubs.net/principal#listar/530/episodios/stream/1
193,Cuticle Tantei Inaba,"Detetive, Mangá, Shonen",23/03/2013,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/264_thumb2.jpg,https://punchsubs.net/principal#listar/264/episodios/stream/1
194,Cutie Honey Universe,"Ação, Comédia, Ficção Científica, Magia, Romance Shoujo",07/04/2018,8,0,Lançando,https://punchsubs.net/imagens/projetos/animes/2558_thumb2.jpg,https://punchsubs.net/principal#listar/2558/episodios/stream/1
195,D-Frag!,"Comédia, Vida Escola, Seinen",06/01/2014,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/414_thumb2.jpg,https://punchsubs.net/principal#listar/414/episodios/stream/1
196,D.Gray-man Hallow,"Ação, Aventura, Comédia, Demônios, Shounen, Superpoderes",04/07/2016,13,13,Completo,https://punchsubs.net/imagens/projetos/animes/841_thumb2.jpg,https://punchsubs.net/principal#listar/841/episodios/stream/1
197,Dagashi Kashi (BD),"Comédia, Shounen",25/03/2017,12,12,Lançando,https://punchsubs.net/imagens/projetos/animes/2061_thumb2.jpg,https://punchsubs.net/principal#listar/2061/episodios/stream/1
198,Dagashi Kashi 2,"Comédia, Shounen, Slice of Life",03/01/2018,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/2486_thumb2.jpg,https://punchsubs.net/principal#listar/2486/episodios/stream/1
199,Daitoshokan no Hitsujikai,"Comédia, Eroge, Visual Novel, Seinen",08/10/2014,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/548_thumb2.jpg,https://punchsubs.net/principal#listar/548/episodios/stream/1
200,Dame x Prince Anime Caravan,"Aventura, Romance",03/01/2018,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/2478_thumb2.jpg,https://punchsubs.net/principal#listar/2478/episodios/stream/1
201,Dance in the Vampire Bund,"Ação, Vampiros, Violência",12/04/2010,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/27_thumb2.jpg,https://punchsubs.net/principal#listar/27/episodios/stream/1
202,Dance with Devils,"Demônios, Romance, Shoujo, Sobrenatural",07/10/2015,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/713_thumb2.jpg,https://punchsubs.net/principal#listar/713/episodios/stream/1
203,Danchigai,"Curto, Comédia, Escolar",09/07/2015,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/673_thumb2.jpg,https://punchsubs.net/principal#listar/673/episodios/stream/1
204,Dangan Ronpa Kibou no Gakuen to Zetsubou no Koukousei The Animation,Mistério,05/07/2013,13,13,Completo,https://punchsubs.net/imagens/projetos/animes/325_thumb2.jpg,https://punchsubs.net/principal#listar/325/episodios/stream/1
205,Danganronpa 3: The End of Kibougamine Gakuen - Kibou Hen,Gênero:,30/09/2016,1,1,Lançando,https://punchsubs.net/imagens/projetos/animes/884_thumb2.jpg,https://punchsubs.net/principal#listar/884/ovas/stream/1
206,Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,"Ação, Horror, Mistério, Psicológico",11/07/2016,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/863_thumb2.jpg,https://punchsubs.net/principal#listar/863/episodios/stream/1
207,Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,"Ação, Horror, Mistério, Psicológico",14/07/2016,11,11,Completo,https://punchsubs.net/imagens/projetos/animes/865_thumb2.jpg,https://punchsubs.net/principal#listar/865/episodios/stream/1
208,Danna ga Nani wo Itteiru ka Wakaranai Ken,"Comédia, Paródia, Nonsense",01/12/2017,13,13,Completo,https://punchsubs.net/imagens/projetos/animes/2448_thumb2.jpg,https://punchsubs.net/principal#listar/2448/episodios/stream/1
209,Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me,"Comédia, Paródia, Nonsense",01/12/2017,13,13,Completo,https://punchsubs.net/imagens/projetos/animes/2449_thumb2.jpg,https://punchsubs.net/principal#listar/2449/episodios/stream/1
210,Dansai Bunri no Crime Edge,"Mangá, Seinen",06/06/2013,13,13,Completo,https://punchsubs.net/imagens/projetos/animes/290_thumb2.jpg,https://punchsubs.net/principal#listar/290/episodios/stream/1
211,Danshi Koukousei no Nichijou,"Dia-a-dia, Vida Escolar, Delinquentes, Comédia, Shounen",03/04/2012,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/181_thumb2.jpg,https://punchsubs.net/principal#listar/181/episodios/stream/1
212,Dantalian no Shoka,Gênero:,03/10/2011,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/146_thumb2.jpg,https://punchsubs.net/principal#listar/146/episodios/stream/1
